mrl,mrl_formatted,jmpr,ccpr,prior_ccpr,cac_year,lod,source_of_res,fat_ph,tev,footnote,footnote_ccpr,step,pesticide,commodity_code,commodity_name
30.0,30 mg/Kg,2017,50,,2018,,,,,,,CXL,Fenazaquin,DH 1100,"Hops, dry"
0.02,0.02 mg/Kg,2019,52,,2021,(*),,,,,,CXL,Fenazaquin,ML 0106,Milks
0.02,0.02 mg/Kg,2019,52,,2021,,,,,,,CXL,Fenazaquin,TN 0085,Tree nuts (group)
0.02,0.02 mg/Kg,2019,52,,2021,(*),,(fat),,,,CXL,Fenazaquin,MM 0095,Meat (from mammals other than marine mammals)
0.02,0.02 mg/Kg,2019,52,,2021,(*),,,,,,CXL,Fenazaquin,FM 0183,Milk fats
0.1,0.1 mg/Kg,2016,49,,2017,,,,,,,CXL,Flonicamid,PM 0110,Poultry meat
0.2,0.2 mg/Kg,2015,48,,2016,,,,,,,CXL,Flonicamid,VC 0045,"Fruiting vegetables, cucurbits (group)"
8.0,8 mg/Kg,2015,48,,2016,,,,,,,CXL,Flonicamid,VL 0483,"Lettuce, leaf"
0.9,0.9 mg/Kg,2015,48,,2016,,,,,,,CXL,Flonicamid,FS 0013,Cherries (subgroup)
1.0,1 mg/Kg,2017,50,,2018,,,,,,,CXL,Flonicamid,VD 2066,Dry peas (subgroup)
0.01,0.01 mg/Kg,2015,48,,2016,(*),,,,,,CXL,Flonicamid,TN 0672,Pecan
15.0,15 mg/Kg,"2015, 2016","48,49",,2017,,,,,,,CXL,Flonicamid,VL 0054,Leaves of Brassicaceae
0.3,0.3 mg/Kg,2019,52,,2021,,,,,,,CXL,Flonicamid,FC 0005,"Pummelo and grapefruits (including Shaddock-like hybrids, among others Grapefruit) (subgroup)"
9.0,9 mg/Kg,"2015, 2016","48,49",,2017,,,,,,,CXL,Flonicamid,AM 0660,Almond hulls
20.0,20 mg/Kg,2015,48,,2016,,,,,,,CXL,Flonicamid,VL 0494,Radish leaves (including radish tops)
0.8,0.8 mg/Kg,2017,50,,2018,,,,,,,CXL,Flonicamid,VP 2061,Peas with pods (subgroup)
0.1,0.1 mg/Kg,2015,48,,2016,,,,,,,CXL,Flonicamid,FS 0014,Plums (including fresh prunes) (subgroup)
1.5,1.5 mg/Kg,2019,52,,2021,,,,,,,CXL,Flonicamid,FC 0002,Lemons and limes (including citron) (subgroup)
0.7,0.7 mg/Kg,2017,50,,2018,,,,,(except soya bean (succulent seweds in pods)),,CXL,Flonicamid,VP 2060,Beans with pods (subgroup)
0.15,0.15 mg/Kg,2016,49,,2017,,,,,,,CXL,Flonicamid,MM 0095,Meat (from mammals other than marine mammals)
0.15,0.15 mg/Kg,2016,49,,2017,,,,,,,CXL,Flonicamid,PE 0112,Eggs
20.0,20 mg/Kg,2015,48,,2016,,,,,,,CXL,Flonicamid,DH 1100,"Hops, dry"
0.7,0.7 mg/Kg,2015,48,,2016,,,,,,,CXL,Flonicamid,FS 2001,Peaches (including apricots and nectarine) (subgroup)
2.0,2 mg/Kg,"2015, 2016","48,49",,2017,,,,,,,CXL,Flonicamid,VB 0040,Brassica vegetables (except Brassica leafy vegetables) (group)
0.4,0.4 mg/Kg,2017,50,,2018,,,,,,,CXL,Flonicamid,VP 2063,Succulent peas without pods (subgroup)
0.8,0.8 mg/Kg,2015,48,,2017,,,,,,,CXL,Flonicamid,FP 0009,Pome fruits (group)
0.01,0.01 mg/Kg,2015,48,,2017,,,,,,,CXL,Flonicamid,VR 0589,Potato
0.4,0.4 mg/Kg,2015,48,,2016,,,,,(except mushrooms and sweet corn),,CXL,Flonicamid,VO 0050,"Fruiting vegetables, other than cucurbits (group)"
0.2,0.2 mg/Kg,2016,49,,2017,,,,,,,CXL,Flonicamid,MO 0105,Edible offal (mammalian)
0.3,0.3 mg/Kg,2017,50,,2018,,,,,(except soya bean (succulent seeds)),,CXL,Flonicamid,VP 2062,Succulent beans without pods (subgroup)
0.15,0.15 mg/Kg,2016,49,,2017,,,,,,,CXL,Flonicamid,ML 0106,Milks
0.5,0.5 mg/Kg,2015,48,,2017,,,,,,,CXL,Flonicamid,SO 0495,Rape seed
0.4,0.4 mg/Kg,2019,52,,2021,,,,,,,CXL,Flonicamid,FC 0004,"Oranges, sweet, sour (including Orange-like hybrids) (subgroup)"
0.3,0.3 mg/Kg,"2015, 2016","48,49",,2017,,,,,,,CXL,Flonicamid,AS 0654,"Wheat, hay and/or straw"
0.6,0.6 mg/Kg,2015,48,,2016,,,,,,,CXL,Flonicamid,SO 0691,Cotton seed
7.0,7 mg/Kg,2015,48,,2016,,,,,,,CXL,Flonicamid,VW 0448,Tomato paste
0.1,0.1 mg/Kg,2016,49,,2017,,,,,,,CXL,Flonicamid,PO 0111,"Poultry, edible offal of"
0.08,0.08 mg/Kg,2015,48,,2017,,,,,,,CXL,Flonicamid,GC 0654,Wheat
0.4,0.4 mg/Kg,2015,48,,2016,,,,,,,CXL,Flonicamid,VR 0494,Radish
0.15,0.15 mg/Kg,2017,50,,2018,,,,,(except soya bean (dry)),,CXL,Flonicamid,VD 2065,Dry beans (subgroup)
1.5,1.5 mg/Kg,2015,48,,2016,,,,,,,CXL,Flonicamid,VL 0482,"Lettuce, head"
3.0,3 mg/Kg,2019,52,,2021,,,(dw),,,,CXL,Flonicamid,AB 0001,"Citrus pulp, dried"
6.0,6 mg/Kg,2015,48,,2016,,,,,,,CXL,Flonicamid,HH 0738,Mints
0.05,0.05 mg/Kg,2016,49,,2017,,,,,,,CXL,Flonicamid,PF 0111,Poultry fats
1.5,1.5 mg/Kg,2015,48,,2016,,,,,,,CXL,Flonicamid,FB 2009,Low growing berries (subgroup)
1.5,1.5 mg/Kg,2015,48,,2016,,,,,,,CXL,Flonicamid,VS 0624,Celery
0.01,0.01 mg/Kg,"2015, 2016","48,49",,2017,(*),,,,,,CXL,Flonicamid,TN 0660,Almonds
20.0,20 mg/Kg,2015,48,,2016,,,,,,,CXL,Flonicamid,VL 0502,Spinach
0.05,0.05 mg/Kg,2016,49,,2017,,,,,,,CXL,Flonicamid,MF 0100,Mammalian fats (except milk fats)
0.5,0.5 mg/Kg,2,36,35,2004,,,,,,,CXL,Propargite,OR 0645,"Maize oil, edible"
4.0,4 mg/Kg,2,36,35,2004,,,,,,,CXL,Propargite,FS 0012,Stone fruits (group)
0.3,0.3 mg/Kg,6,39,,2007,,,,,,,CXL,Propargite,TN 0678,Walnuts
0.1,0.1 mg/Kg,2,36,35,2004,(*),,,,,,CXL,Propargite,TN 0660,Almonds
2.0,2 mg/Kg,2,,,,,,,,,,CXL,Propargite,VO 0448,Tomato
0.03,0.03 mg/Kg,6,39,,2007,,,,,,,CXL,Propargite,VR 0589,Potato
0.1,0.1 mg/Kg,2,36,35,2004,(*),,(fat),,,,CXL,Propargite,PM 0110,Poultry meat
7.0,7 mg/Kg,2,36,35,2004,,,,,,,CXL,Propargite,FB 0269,Grapes
0.3,0.3 mg/Kg,6,39,,2007,,,,,,,CXL,Propargite,VD 0071,Beans (dry)
5.0,5 mg/Kg,2,36,35,2004,,,,,,,CXL,Propargite,DT 1114,"Tea, green, black (black, fermented and dried)"
0.1,0.1 mg/Kg,2,36,35,2004,(*),,(fat),,,,CXL,Propargite,MM 0095,Meat (from mammals other than marine mammals)
0.3,0.3 mg/Kg,2,36,35,2004,,,,,,,CXL,Propargite,JF 0004,Orange juice
0.3,0.3 mg/Kg,6,39,,2007,,,,,,,CXL,Propargite,VD 0545,Lipin (dry)
0.1,0.1 mg/Kg,2,36,35,2004,(*),,,,,,CXL,Propargite,PE 0112,Eggs
0.1,0.1 mg/Kg,2,36,35,2004,(*),,F,,,,CXL,Propargite,ML 0106,Milks
0.1,0.1 mg/Kg,2,36,35,2004,,,,,,,CXL,Propargite,SO 0691,Cotton seed
0.2,0.2 mg/Kg,2,36,35,2004,,,,,,,CXL,Propargite,JF 0226,Apple juice
3.0,3 mg/Kg,2,36,35,2004,,,,,,,CXL,Propargite,FC 0001,Citrus fruits (group)
10.0,10 mg/Kg,2,36,35,2004,,,,,,,CXL,Propargite,AB 0001,"Citrus pulp, dried"
12.0,12 mg/Kg,2,36,35,2004,,,,,,,CXL,Propargite,DF 0269,"Grape, dried (= Currants, Raisins and Sultanas)"
0.3,0.3 mg/Kg,6,39,,2007,,,,,,,CXL,Propargite,VD 0523,Broad bean (dry)
0.1,0.1 mg/Kg,2,36,35,2004,(*),,,,,,CXL,Propargite,PO 0111,"Poultry, edible offal of"
0.2,0.2 mg/Kg,2,36,35,2004,,,,,,,CXL,Propargite,OR 0691,"Cotton seed oil, edible"
0.1,0.1 mg/Kg,2,,,,(*),,,,,,CXL,Propargite,SO 0697,Peanut
3.0,3 mg/Kg,2,36,35,2004,,,,,,,CXL,Propargite,FP 0226,Apple
40.0,40 mg/Kg,2,,,,,,,,,,CXL,Propargite,AB 0269,"Grape pomace, dry"
1.0,1 mg/Kg,2,36,35,2004,,,,,,,CXL,Propargite,JF 0269,Grape juice
0.3,0.3 mg/Kg,6,39,,2007,,,,,,,CXL,Propargite,VD 0524,Chick-pea (dry)
0.3,0.3 mg/Kg,2,36,35,2004,,,,,,,CXL,Propargite,OC 0697,"Peanut oil, crude"
100.0,100 mg/Kg,2,36,35,2004,,,,,,,CXL,Propargite,DH 1100,"Hops, dry"
0.3,0.3 mg/Kg,2,36,35,2004,,,,,,,CXL,Propargite,OR 0697,"Peanut oil, edible"
0.1,0.1 mg/Kg,2,36,35,2004,(*),,,,,,CXL,Propargite,MO 0105,Edible offal (mammalian)
0.1,0.1 mg/Kg,2,,,,(*),,,,,,CXL,Propargite,GC 0645,Maize
0.7,0.7 mg/Kg,2,36,35,2004,,,,,,,CXL,Propargite,OC 0645,"Maize oil, crude"
0.2,0.2 mg/Kg,2,36,35,2004,,,,,,,CXL,Propargite,CF 1255,Maize flour
50.0,50 mg/Kg,2,36,35,2004,,,,,,,CXL,Propargite,AM 0660,Almond hulls
0.5,0.5 mg/Kg,1,36,"34,35",2004,,,,,,,CXL,Tebufenozide,FS 0245,Nectarine
0.05,0.05 mg/Kg,3,36,,2004,,,(fat),,,,CXL,Tebufenozide,MM 0095,Meat (from mammals other than marine mammals)
2.0,2 mg/Kg,1,36,35,2004,,,,,,,CXL,Tebufenozide,FB 0269,Grapes
0.5,0.5 mg/Kg,1,36,"34,35",2004,,,,,,,CXL,Tebufenozide,VB 0400,Broccoli
0.01,0.01 mg/Kg,1,36,"34,35",2004,(*),,,,,,CXL,Tebufenozide,TN 0672,Pecan
2.0,2 mg/Kg,1,45,34-36,2013,,,,,,,CXL,Tebufenozide,FC 0001,Citrus fruits (group)
0.5,0.5 mg/Kg,97,31,,1999,,,,,,,CXL,Tebufenozide,FI 0341,Kiwifruit
1.0,1 mg/Kg,1,36,35,2004,,,,,,,CXL,Tebufenozide,VO 0051,Peppers (subgroup)
30.0,30 mg/Kg,1,36,"34,35",2004,,,,,,,CXL,Tebufenozide,AM 0660,Almond hulls
0.02,0.02 mg/Kg,3,36,,2004,(*),,,,,,CXL,Tebufenozide,MO 0105,Edible offal (mammalian)
0.5,0.5 mg/Kg,1,36,"34,35",2004,,,,,,,CXL,Tebufenozide,FB 0265,Cranberry
1.0,1 mg/Kg,"96,99",30,,1999,,,,,,,CXL,Tebufenozide,FP 0009,Pome fruits (group)
20.0,20 mg/Kg,1,36,"34,35",2004,,,,,,,CXL,Tebufenozide,HH 0738,Mints
5.0,5 mg/Kg,1,36,"34,35",2004,,,,,,,CXL,Tebufenozide,VB 0041,"Cabbages, head"
0.05,0.05 mg/Kg,1,36,"34,35",2004,,,,,,,CXL,Tebufenozide,TN 0660,Almonds
0.1,0.1 mg/Kg,96,30,,1999,,,,,,,CXL,Tebufenozide,CM 0649,"Rice, husked"
3.0,3 mg/Kg,1,36,"34,35",2004,,,,,,,CXL,Tebufenozide,FB 0020,Blueberries
2.0,2 mg/Kg,1,36,"34,35",2004,,,,,,,CXL,Tebufenozide,DF 0269,"Grape, dried (= Currants, Raisins and Sultanas)"
0.5,0.5 mg/Kg,1,36,"34,35",2004,,,,,,,CXL,Tebufenozide,FS 0247,Peach
0.05,0.05 mg/Kg,96,30,,1999,,,,,,,CXL,Tebufenozide,TN 0678,Walnuts
1.0,1 mg/Kg,1,36,"34,35",2004,,,,,,,CXL,Tebufenozide,GS 0659,Sugar cane
2.0,2 mg/Kg,1,36,"34,35",2004,,,,,,,CXL,Tebufenozide,SO 0495,Rape seed
10.0,10 mg/Kg,4,38,37,2006,,,,,,,CXL,Tebufenozide,HS 0444,"Peppers chili, dried"
2.0,2 mg/Kg,1,36,"34,35",2004,,,,,,,CXL,Tebufenozide,FB 0272,"Raspberries, red, black"
0.05,0.05 mg/Kg,1,36,"34,35",2004,,,,,,,CXL,Tebufenozide,ML 0812,Cattle milk
0.01,0.01 mg/Kg,3,36,,2004,(*),,,,,,CXL,Tebufenozide,ML 0106,Milks
1.0,1 mg/Kg,1,36,"34,35",2004,,,,,,,CXL,Tebufenozide,FI 0326,Avocado
0.02,0.02 mg/Kg,1,36,"34,35",2004,(*),,,,,,CXL,Tebufenozide,PE 0112,Eggs
0.02,0.02 mg/Kg,1,36,"34,35",2004,(*),,,,,,CXL,Tebufenozide,PM 0110,Poultry meat
10.0,10 mg/Kg,1,36,"34,35",2004,,,,,,,CXL,Tebufenozide,VL 0053,Leafy vegetables
1.0,1 mg/Kg,1,36,"34,35",2004,,,,,,,CXL,Tebufenozide,VO 0448,Tomato
15.0,15 mg/Kg,5,38,,2006,,,,,,,CXL,Fenhexamid,FB 0264,Blackberries
10.0,10 mg/Kg,5,38,,2006,,,,,,,CXL,Fenhexamid,FS 0247,Peach
0.02,0.02 mg/Kg,5,38,,2006,(*),,,,,,CXL,Fenhexamid,TN 0660,Almonds
15.0,15 mg/Kg,5,38,,2006,,,,,,,CXL,Fenhexamid,FB 0272,"Raspberries, red, black"
5.0,5 mg/Kg,5,38,,2006,,,,,,,CXL,Fenhexamid,FB 0270,Juneberries
5.0,5 mg/Kg,5,38,,2006,,,,,,,CXL,Fenhexamid,FB 0268,Gooseberry
0.05,0.05 mg/Kg,5,38,,2006,(*),,,,,,CXL,Fenhexamid,MO 0105,Edible offal (mammalian)
5.0,5 mg/Kg,5,38,,2006,,,,,,,CXL,Fenhexamid,FB 0020,Blueberries
1.0,1 mg/Kg,5,38,,2006,,,,,,,CXL,Fenhexamid,VC 0431,"Squash, summer"
2.0,2 mg/Kg,5,38,,2006,,,,,,,CXL,Fenhexamid,AM 0660,Almond hulls
5.0,5 mg/Kg,5,38,,2006,,,,,,,CXL,Fenhexamid,FB 0267,Elderberries
2.0,2 mg/Kg,5,38,,2006,,,,,,,CXL,Fenhexamid,VO 0440,Egg plant
30.0,30 mg/Kg,5,38,,2006,,,,,,,CXL,Fenhexamid,VL 0482,"Lettuce, head"
1.0,1 mg/Kg,5,38,,2006,,,,,,,CXL,Fenhexamid,FS 0014,Plums (including fresh prunes) (subgroup)
30.0,30 mg/Kg,5,38,,2006,,,,,,,CXL,Fenhexamid,VL 0483,"Lettuce, leaf"
10.0,10 mg/Kg,5,38,,2006,,,,,,,CXL,Fenhexamid,FS 0245,Nectarine
2.0,2 mg/Kg,5,38,,2006,,,,,,,CXL,Fenhexamid,VO 0051,Peppers (subgroup)
15.0,15 mg/Kg,5,38,,2006,,,,,,,CXL,Fenhexamid,FB 0269,Grapes
7.0,7 mg/Kg,5,38,,2006,,,,,,,CXL,Fenhexamid,FS 0013,Cherries (subgroup)
15.0,15 mg/Kg,5,38,,2006,,,,,,,CXL,Fenhexamid,FB 0266,Dewberries (including boysenberry and loganberry)
1.0,1 mg/Kg,5,38,,2006,,,,,,,CXL,Fenhexamid,VC 0424,Cucumber
0.01,0.01 mg/Kg,5,38,,2006,(*),,F,,,,CXL,Fenhexamid,ML 0106,Milks
0.05,0.05 mg/Kg,5,38,,2006,(*),,(fat),,,,CXL,Fenhexamid,MM 0095,Meat (from mammals other than marine mammals)
2.0,2 mg/Kg,5,38,,2006,,,,,,,CXL,Fenhexamid,VO 0448,Tomato
15.0,15 mg/Kg,5,38,,2006,,,,,,,CXL,Fenhexamid,FI 0341,Kiwifruit
25.0,25 mg/Kg,5,38,,2006,,,,,,,CXL,Fenhexamid,DF 0269,"Grape, dried (= Currants, Raisins and Sultanas)"
1.0,1 mg/Kg,5,38,,2006,,,,,,,CXL,Fenhexamid,VC 0425,Gherkin
10.0,10 mg/Kg,5,38,,2006,,,,,,,CXL,Fenhexamid,FB 0275,Strawberry
5.0,5 mg/Kg,5,38,,2006,,,,,,,CXL,Fenhexamid,FB 0021,"Currants, black, red, white"
5.0,5 mg/Kg,5,38,,2006,,,,,,,CXL,Fenhexamid,FB 0261,Bilberry
10.0,10 mg/Kg,5,38,,2006,,,,,,,CXL,Fenhexamid,FS 0240,Apricot
0.01,0.01 mg/Kg,2018,51,,2019,,,,,,,CXL,Abamectin,HH 2095,Herbs
0.05,0.05 mg/Kg,2015,48,,2016,,,,,,,CXL,Abamectin,VO 0448,Tomato
0.01,0.01 mg/Kg,2015,48,,2016,,,,,,,CXL,Abamectin,SO 0691,Cotton seed
0.05,0.05 mg/Kg,2015,48,,2016,,,,,,,CXL,Abamectin,VO 0440,Egg plant
0.005,0.005 mg/Kg,2015,48,,2016,,,,,,,CXL,Abamectin,VA 0388,Shallot
0.03,0.03 mg/Kg,2015,48,,2016,,,,,,,CXL,Abamectin,VS 0624,Celery
0.005,0.005 mg/Kg,2015,48,,2016,,,,,,,CXL,Abamectin,FS 0014,Plums (including fresh prunes) (subgroup)
0.5,0.5 mg/Kg,2015,48,,2016,,,,,,,CXL,Abamectin,HS 0444,"Peppers chili, dried"
0.001,0.001 mg/Kg,2015,48,,2016,,,,,,,CXL,Abamectin,AS 0649,"Rice, hay and/or straw"
0.005,0.005 mg/Kg,2015,48,,2016,(*),,,,,,CXL,Abamectin,VR 0508,Sweet potato
,,,,,,,,,,,,CXL,Abamectin,AS 0647,"Oat straw and fodder, dry"
0.1,0.1 mg/Kg,2018,51,,2019,,,,,,,CXL,Abamectin,OR 0004,"Orange oil, edible"
0.005,0.005 mg/Kg,2015,48,,2016,(*),,,,,,CXL,Abamectin,VR 0600,Yams
0.1,0.1 mg/Kg,2018,51,,2019,,,,,,,CXL,Abamectin,DF 0269,"Grape, dried (= Currants, Raisins and Sultanas)"
0.002,0.002 mg/Kg,2018,51,,2019,,,,,,,CXL,Abamectin,GC 2090,Sweet corns (subgroup)
0.005,0.005 mg/Kg,2015,48,,2016,(*),,,,,,CXL,Abamectin,VO 0444,Peppers chili
0.03,0.03 mg/Kg,2015,48,,2016,,,,,,,CXL,Abamectin,VC 0425,Gherkin
0.005,0.005 mg/Kg,2015,48,,2016,(*),,,,,,CXL,Abamectin,VR 0589,Potato
0.01,0.01 mg/Kg,2015,48,,2016,,,,,,,CXL,Abamectin,FI 0326,Avocado
0.15,0.15 mg/Kg,2015,48,,2016,,,,,,,CXL,Abamectin,FB 0275,Strawberry
0.002,0.002 mg/Kg,2018,51,,2019,(*),,,,,,CXL,Abamectin,FI 0353,Pineapple
0.01,0.01 mg/Kg,2015,48,,2016,,,,,,,CXL,Abamectin,VC 0046,"Melons, except watermelon"
0.03,0.03 mg/Kg,2018,51,,2019,,,,,,,CXL,Abamectin,FB 0269,Grapes
0.005,0.005 mg/Kg,2015,48,,2016,(*),,,,,,CXL,Abamectin,TN 0085,Tree nuts (group)
0.005,0.005 mg/Kg,2015,48,,2016,(*),,,,,,CXL,Abamectin,SO 0697,Peanut
0.002,0.002 mg/Kg,2018,51,,2019,(*),,,,,,CXL,Abamectin,VD 0541,Soya bean (dry)
0.05,0.05 mg/Kg,2018,51,,2019,,,,,,,CXL,Abamectin,JF 0269,Grape juice
0.03,0.03 mg/Kg,2015,48,,2016,,,,,,,CXL,Abamectin,VC 0424,Cucumber
0.01,0.01 mg/Kg,2015,48,,2016,,,,,,,CXL,Abamectin,FI 0345,Mango
0.2,0.2 mg/Kg,2018,51,,2019,,,,,,,CXL,Abamectin,FB 2005,Cane berries (subgroup)
0.002,0.002 mg/Kg,2015,48,,2016,,,,,,,CXL,Abamectin,CM 0649,"Rice, husked"
0.08,0.08 mg/Kg,2015,48,,2016,,,,,(immature beans with pods),,CXL,Abamectin,VP 0061,Beans with pods (Phaseolus spp.) immature pods and succulent seeds)
0.005,0.005 mg/Kg,2015,48,,2016,,,,,,,CXL,Abamectin,VD 0071,Beans (dry)
0.01,0.01 mg/Kg,2015,48,,2016,,,,,,,CXL,Abamectin,FP 0009,Pome fruits (group)
0.005,0.005 mg/Kg,2015,48,,2016,,,,,,,CXL,Abamectin,VA 0381,Garlic
0.002,0.002 mg/Kg,2018,51,,2019,(*),,,,,,CXL,Abamectin,VP 2062,Succulent beans without pods (subgroup)
0.2,0.2 mg/Kg,2015,48,,2016,,,,,,,CXL,Abamectin,AM 0660,Almond hulls
0.005,0.005 mg/Kg,2015,48,,2016,,,,,,,CXL,Abamectin,VA 0385,"Onion, bulb"
0.15,0.15 mg/Kg,2015,48,,2016,,,,,,,CXL,Abamectin,VL 0482,"Lettuce, head"
0.01,0.01 mg/Kg,2015,48,,2016,,,,,,,CXL,Abamectin,FI 0350,Papaya
0.03,0.03 mg/Kg,2015,48,,2016,,,,,,,CXL,Abamectin,FS 2001,Peaches (including apricots and nectarine) (subgroup)
0.02,0.02 mg/Kg,2015,48,,2016,,,,,,,CXL,Abamectin,FC 0001,Citrus fruits (group)
0.15,0.15 mg/Kg,2015,48,,2016,,,,,,,CXL,Abamectin,DH 1100,"Hops, dry"
0.07,0.07 mg/Kg,2015,48,,2016,,,,,,,CXL,Abamectin,FS 0013,Cherries (subgroup)
0.08,0.08 mg/Kg,2018,51,,2019,,,,,,,CXL,Abamectin,DH 2605,"Chive, dry"
0.01,0.01 mg/Kg,2018,51,,2019,,,,,,,CXL,Abamectin,VA 2032,Green onions (subgroup)
0.09,0.09 mg/Kg,2015,48,,2016,,,,,,,CXL,Abamectin,VO 0445,"Peppers, sweet (including pimento or pimiento)"
0.01,0.01 mg/Kg,3,37,36,2005,(*),,,,,,CXL,Methamidophos,MM 0095,Meat (from mammals other than marine mammals)
0.6,0.6 mg/Kg,11,44,,2012,,,,,(arising from the use of acephate on rice),,CXL,Methamidophos,CM 0649,"Rice, husked"
0.1,0.1 mg/Kg,,37,,2005,(*),,,,,,CXL,Methamidophos,HS 0093,Spices
0.01,0.01 mg/Kg,3,37,36,2005,(*),,,,,,CXL,Methamidophos,MO 0105,Edible offal (mammalian)
0.02,0.02 mg/Kg,3,37,36,2005,,,,,,,CXL,Methamidophos,ML 0106,Milks
0.1,0.1 mg/Kg,3,37,36,2005,,,,,,,CXL,Methamidophos,VD 0541,Soya bean (dry)
0.2,0.2 mg/Kg,3,37,36,2005,,,,,,,CXL,Methamidophos,SO 0691,Cotton seed
0.02,0.02 mg/Kg,3,37,36,2005,,,,,,,CXL,Methamidophos,VR 0596,Sugar beet
0.05,0.05 mg/Kg,3,37,36,2005,,,,,,,CXL,Methamidophos,VR 0589,Potato
0.01,0.01 mg/Kg,3,37,36,2005,(*),,,,,,CXL,Methamidophos,PM 0110,Poultry meat
0.01,0.01 mg/Kg,3,37,36,2005,(*),,,,,,CXL,Methamidophos,PO 0111,"Poultry, edible offal of"
0.02,0.02 mg/Kg,3,37,36,2005,,,,,,,CXL,Methamidophos,AM 1051,Fodder beet
0.1,0.1 mg/Kg,11,44,,2012,,,,,(arising from the use of acephate on rice),,CXL,Methamidophos,AS 0649,"Rice, hay and/or straw"
1.0,1 mg/Kg,3,38,"36,37",2006,,,,,,,CXL,Methamidophos,VP 0061,Beans with pods (Phaseolus spp.) immature pods and succulent seeds)
0.2,0.2 mg/Kg,3,37,36,2005,,,,,,,CXL,Methamidophos,VS 0620,"Artichoke, globe"
0.01,0.01 mg/Kg,3,37,36,2005,(*),,,,,,CXL,Methamidophos,PE 0112,Eggs
0.05,0.05 mg/Kg,2014,47,,2015,,FL,,,,,CXL,Dichlobenil,VB 0040,Brassica vegetables (except Brassica leafy vegetables) (group)
0.07,0.07 mg/Kg,2014,47,,2015,,FL,,,,,CXL,Dichlobenil,VS 0624,Celery
0.3,0.3 mg/Kg,2014,47,,2015,,FL,,,,,CXL,Dichlobenil,VL 0053,Leafy vegetables
0.1,0.1 mg/Kg,2014,47,,2015,,FL,,,,,CXL,Dichlobenil,PO 0111,"Poultry, edible offal of"
0.07,0.07 mg/Kg,2014,47,,2015,,FL,,,,,CXL,Dichlobenil,JF 0269,Grape juice
0.2,0.2 mg/Kg,2014,47,,2015,,D,,,,,CXL,Dichlobenil,FB 2005,Cane berries (subgroup)
0.01,0.01 mg/Kg,2014,47,,2015,(*),FL,,,,,CXL,Dichlobenil,VA 0385,"Onion, bulb"
0.01,0.01 mg/Kg,2014,47,,2015,(*),FL,,,,,CXL,Dichlobenil,MF 0100,Mammalian fats (except milk fats)
0.01,0.01 mg/Kg,2014,47,,2015,(*),FL,,,(except sweetcorn and mushrooms),,CXL,Dichlobenil,VO 0050,"Fruiting vegetables, other than cucurbits (group)"
0.02,0.02 mg/Kg,2014,47,,2015,,FL,,,,,CXL,Dichlobenil,PF 0111,Poultry fats
0.15,0.15 mg/Kg,2014,47,,2015,,FL,,,,,CXL,Dichlobenil,DF 0269,"Grape, dried (= Currants, Raisins and Sultanas)"
0.01,0.01 mg/Kg,2014,47,,2015,(*),FL,,,,,CXL,Dichlobenil,ML 0106,Milks
0.05,0.05 mg/Kg,2014,47,,2015,,FL,,,,,CXL,Dichlobenil,FB 0269,Grapes
0.01,0.01 mg/Kg,2014,47,,2015,(*),FL,,,,,CXL,Dichlobenil,VD 0070,Pulses (group)
0.01,0.01 mg/Kg,2014,47,,2015,(*),FL,,,,,CXL,Dichlobenil,VC 0045,"Fruiting vegetables, cucurbits (group)"
0.03,0.03 mg/Kg,2014,47,,2015,,FL,,,,,CXL,Dichlobenil,PM 0110,Poultry meat
0.01,0.01 mg/Kg,2014,47,,2015,(*),FL,,,,,CXL,Dichlobenil,MM 0095,Meat (from mammals other than marine mammals)
0.02,0.02 mg/Kg,2014,47,,2015,,FL,,,,,CXL,Dichlobenil,VA 0387,"Onion, Welsh"
0.01,0.01 mg/Kg,2014,47,,2015,(*),FL,,,,,CXL,Dichlobenil,GC 0080,Cereal grains
0.03,0.03 mg/Kg,2014,47,,2015,,FL,,,,,CXL,Dichlobenil,PE 0112,Eggs
0.4,0.4 mg/Kg,2014,47,,2015,,FL,,,,,CXL,Dichlobenil,AS 0081,Straw and hay of cereal grains except pseudocereals
0.04,0.04 mg/Kg,2014,47,,2015,,FL,,,,,CXL,Dichlobenil,MO 0105,Edible offal (mammalian)
0.01,0.01 mg/Kg,2014,47,,2015,(*),FL,,,,,CXL,Dichlobenil,HS 0444,"Peppers chili, dried"
1.0,1 mg/Kg,9,42,,2010,,,,,Except mushrooms and sweet corn.,,CXL,Fluopicolide,VO 0050,"Fruiting vegetables, other than cucurbits (group)"
7.0,7 mg/Kg,9,42,,2010,,,,,,,CXL,Fluopicolide,AB 0269,"Grape pomace, dry"
0.01,0.01 mg/Kg,9,42,,2010,(*),,,,,,CXL,Fluopicolide,PM 0110,Poultry meat
0.5,0.5 mg/Kg,9,42,,2010,,,,,,,CXL,Fluopicolide,VC 0045,"Fruiting vegetables, cucurbits (group)"
1.0,1 mg/Kg,9,42,,2010,,,,,,,CXL,Fluopicolide,VA 0385,"Onion, bulb"
10.0,10 mg/Kg,9,42,,2010,,,,,,,CXL,Fluopicolide,DF 0269,"Grape, dried (= Currants, Raisins and Sultanas)"
10.0,10 mg/Kg,9,42,,2010,,,,,,,CXL,Fluopicolide,VA 0387,"Onion, Welsh"
