name,pest_id_codex,pesticide,adi,adi_unit,adi_note,vetd_flag,residue,note
Fungicide,191,Tolclofos-Methyl,0.07,mg/kg bw,1994. 2019 (reaffirmed),N,"Definition of the residue for compliance with the MRL for plant and animal commodities: Tolclofos-methyl. Definition of the residue for dietary risk assessment for plant commodities: Sum of tolclofos-methyl, 2,6-dichloro-4-methylphenol (ph-CH3, incl. conjugates), O,O-dimethyl O-2,6-dichloro-4-(hydroxymethyl) phenylphosphorothioate (TM-CH2OH, incl. conjugates), O-methyl O-hydrogen O-2,6-dichloro-4-(hydroxymethyl) phenylphosphorothioate (DM-TM-CH2OH) and O-methyl O-hydrogen O-(2,6-dichloro-4-methylphenyl) phosphorothioate (DM-TM), expressed as tolclofos-methyl. Definition of the residue for dietary risk assessment for animal commodities: Sum of tolclofos-methyl and 3,5-dichloro-4-hydroxybenzoic acid (ph-COOH), expressed as tolclofos-methyl. The residue is fat-soluble.",
Plant growth regulator,151,Dimethipin,0-0.02,mg/kg bw,"(1988); confirmed (1999, 2004)",N,Dimethipin,
Fungicide,288,Acibenzolar-S-methyl,0-0.08,mg/kg bw,(2016),,"For compliance with MRLs for animal and plant commodities and for dietary risk assessment for animal commodities: Sum of acibenzolar-S-methyl and 1,2,3-benzothiadiazole-7-carboxylic acid (acibenzolar acid) (free and conjugates), expressed in terms of acibenzolar-S-methyl. For dietary risk assessment for plants: Sum of acibenzolar-S-methyl and 1,2,3-benzothiadiazole-7-carboxylic acid (acibenzolar acid), (free and conjugated) and 1,2,3-benzothiadiazole-4-hydroxy-7-carboxylic acid (4-OH acibenzolar acid) (free and conjugated), expressed as acibenzolar-S-methyl. The residue is not fat soluble.",
Acaricide and Insecticide,112,Phorate,0-0.0007,mg/kg bw,(2004),N,"For compliance with the MRL and for  estimation of dietary intake for plant and animal commodities: Sum of the parent, its oxygen analogue, and their sulfoxides and sulfones, expressed as phorate. The residue is not fat soluble.",
Fungicide,116,Triforine,0-0.03,mg/kg bw,(2014),N,For compliance with the MRL and for estimation of dietary intake for plant commodities: Triforine. For compliance with the MRL and for estimation of dietary intake for animal commodities: Triforine and its metabolites determined as chloral hydrate expressed as triforine. The residue is not fat soluble.,
Insecticide,37,Fenitrothion,0-0.006,mg/kg bw,"(1988), confirmed (2000)",N,For compliance with MRLs and estimation of dietary intake: Fenitrothion.,
Fungicide,182,Penconazole,0-0.03,mg/kg bw,(2015),N,"For compliance with the MRL for plant and animal commodities: Penconazole. For dietary risk assessment) for plant commodities: Sum of penconazole and 4-(2,4-dichloro-phenyl)-5-[1,2,4]triazol-1-yl-pentan-2-ol (free and conjugated), expressed as penconazole. For dietary risk assessment) for animal commodities: Sum of penconazole, 4-(2,4-dichloro-phenyl)-5-[1,2,4]triazol-1-yl-pentan-2-ol (free and conjugated) and 4-(2,4-dichloro-phenyl)-5-[1,2,4]triazol-1-yl-pentanoic acid , expressed as penconazole. The residue is fat soluble.","1,2,4-Triazole (2015)  ADI: 0-0.2 mg/kg bw; ARfD: 0.3 mg/kg bw.  Triazole alanine and triazole acetic acid(2015) ADI: 0-1 mg/kg bw; ARfD: 3 mg/kg bw."
Acaricide,298,Fenpyrazamine,0-0.3,mg/kg bw,(2017),,"For plant commodities for enforcement of MRLs: Fenpyrazamine. For plant commodities for estimation of dietary exposure: Sum of fenpyrazamine and 5-amino-1,2-dihydro-2-isopropyl-4-(o-tolyl)pyrazol-3-one (S-2188-DC), expressed as fenpyrazamine. For animal commodities for enforcement of MRLs and for estimation of dietary exposure: Sum of fenpyrazamine and 5-amino-1,2-dihydro-2-isopropyl-4-(o-tolyl)pyrazol-3-one (S-2188-DC), expressed as fenpyrazamine. The residue is not fat-soluble.",
Insecticide,85,Fenamiphos,0-0.0008,mg/kg bw,"(1997), confirmed (2006)",N,"Sum of fenamiphos and its sulphoxide and sulphone, expressed as fenamiphos.",
Fungicide,307,Mandestrobin,0-0.2,mg/kg bw,(2018),,"Definition of the residue for compliance with MRL in plant and animal commodities and for dietary risk assessment in plant commodities: Mandestrobin. Definition of the residue for acute dietary risk assessment in animal commodities: Sum of parent, (2RS)-2-[2-(4-hydroxy-2,5-dimethylphenoxymethyl)phenyl)-2-methoxy-N-methylacetamide (4-OH-mandestrobin) + (2RS)-2-(2-hydroxymethylphenyl)-2-methoxy-N-methylacetamide (De-XY-mandestrobin) + 2RS)-2-[2-(2-hydroxymethyl-5- methylphenoxymethyl)phenyl]-2-methoxy-N-methylacetamide (2-CH2-OH-mandestrobin) + 2-({2-[(1RS)-1-methoxy-2-(methylamino)-2-oxoethyl]benzyl}oxy)-4-methylbenzoic acid (2-COOH-mandestrobin), + 3-({2-[(1RS)-1-methoxy-2-(methylamino)-2-oxoethyl]benzyl}oxy)-4-methylbenzoic acid (5-COOH-mandestrobin) and their conjugates, expressed as parent compound.  Definition of the residue for long-term dietary risk assessment in animal commodities: Sum of parent, (2RS)-2-[2-(4-hydroxy-2,5-dimethylphenoxymethyl)phenyl)-2-methoxy-N-methylacetamide (4-OH-mandestrobin), and its conjugates, expressed as parent compound. The residue is fat-soluble.","The 2018 JMPR was unable to complete an evaluation for residues (Chapter 2.2, 2018 JMPR)."
Insecticide,286,Lufenuron,0-0.02,mg/kg bw,(2015),,For compliance with the MRL and for estimation of dietary intake for plant and animal commodities: Lufenuron. The residue fat soluble.,
Acaricide,302,Fosetyl Al,0-1,mg/kg bw,(The ADI applied directly to Fosetyl-AI and to Phosphonic acid).,,"For compliance with the MRL and for estimation of dietary exposure for plant commodities: Sum of fosetyl, phosphonic acid and their salts, expressed as phosphonic acid. For compliance with the MRL and for estimation of dietary exposure for animal commodities: Phosphonic acid. The residue is not fat soluble.",
Fungicide,222,Quinoxyfen,0-0.2,mg/kg bw,(2006),N,For compliance with MRLs and estimation of dietary intake: Quinoxyfen. The residue is fat soluble.,
Acaricide and Insecticide,176,Hexythiazox,0-0.03,mg/kg bw,(2008),,"For compliance with the MRL for plant commodities: Hexythiazox. For estimation of dietary intake for plant commodities: Sum of hexythiazox and all metabolites containing the trans-5-(4-chlorophenyl)-4-methyl-2-oxothiazolidine-moiety (PT-1-3), expressed as hexythiazox. For compliance with MRL and for estimation of dietary intake) for animal commodities: Sum of hexythiazox and all metabolites containing the trans-5-(4-chlorophenyl)-4-methyl-2-oxothiazolidine-moiety (PT-1-3), expressed as hexythiazox. The residue is fat-soluble.",
Insecticide,269,Tolfenpyrad,0-0.006,mg/kg bw,(2013),,"For compliance with the MRL and estimation of dietary intake for plant commodities: Tolfenpyrad. For compliance with the MRL and estimation of dietary intake) for animal commodities: Sum of tolfenpyrad, and free and conjugated PT-CA (4-[4-[(4-chloro-3-ethyl-1-methylpyrazol-5-yl)carbonylaminomethyl]phenoxy]benzoic acid and OH-PT-CA (4-[4-[[4-chloro-3(1-hydroxyethyl) -1-methylpyrazol-5-yl]carbonylaminomethyl]phenoxy] benzoic acid) (released with alkaline hydrolysis) expressed as tolfenpyrad. The residue is not fat soluble.",
Insecticide,171,Profenofos,0-0.03,mg/kg bw,(2007),N,For compliance with MRL and for estimation of dietary intake for plant and animal commodities: Profenofos. The residue is not fat-soluble.,
Insecticide,236,Metaflumizone,0-0.1,mg/kg bw,,,"For compliance with the MRL and for estimation of dietary intake for plant and animal commodities:  Metaflumizone, sum of metaflumizone E-isomer and metaflumizone Z-isomer. The residue is fat-soluble.",
Insect growth regulator,190,Teflubenzuron,0-0.005,mg/kg bw,(2016),N,For compliance with the MRL and for dietary risk assessment for plant and animal commodities: Teflubenzuron. The residue is fat soluble.,
Fungicide,231,Mandipropamid,0-0.2,mg/kg bw,(2008),,Definition of the residue for compliance with the MRL and dietary risk assessment for plant and animal commodities: Mandipropamid. The residue is not fat-soluble.,
Insecticide,169,Cyromazine,0-0.06,mg/kg bw,(2006),,For compliance with the MRL and for estimation of dietary intake for plant and animal commodities: Cyromazine.,
Acaricide,299,Isoprothiolane,0-0.1,mg/kg bw,(2017),,"For compliance with the MRL for plant commodities: Isoprothiolane. For dietary risk assessment for rice: Isoprothiolane. For dietary risk assessment for plants other than rice: Sum of isoprothiolane, diisopropyl-4-hydroxy-1,3- dithiolan-2-ylidenemalonate (M-3); free and conjugated and 1-hydroxypropan-2-yl propan-2-yl 1,3-dithiolan-2-ylidenemalonate (M-5); free and conjugated, expressed as isoprothiolane. For compliance with the MRL and dietary risk assessment for animal commodities: Sum of isoprothiolane and 2-(1,3-dithiolan-2-ylidene)-3-oxo-3-(propan-2-yloxy)propanoic acid (M-2), expressed as isoprothiolane. The residue is not fat-soluble.","The Regular Meeting of JMPR (2021) reaffirmed ADI can be applied to metabolites M-2, M-3 and M-5."
Acaricide,109,Fenbutatin Oxide,0.03,mg/kg bw,"(1977), confirmed (1992)",N,Fenbutatin oxide,
Fungicide,264,Fenamidone,0-0.03,mg/kg bw,(2013),N,"For compliance with the MRL for plant and animal commodities: Fenamidone. For estimation of dietary intake) for plant commodities: Sum of fenamidone, (S)-5-methyl-5-phenyl-3-(phenylamino)- 2,4-imidazolidine-dione (RPA 410193), plus 10 x the sum of both (S)-5-methyl-5-phenyl-2,4-imidazolidine-dione (RPA 412636) and (5S)-5-methyl-2-(methylthio)-5-phenyl-3,5-dihydro- 4H-imidazol-4-one (RPA 412708), all calculated as fenamidone. Residue concentration Ctotal = Cfenamidone + C RPA 410193 + 10  (CRPA 412636 + CRPA 412708).  For the estimation of dietary intake for animal commodities: Sum of fenamidone plus 10  the sum of both (S)-5-methyl-5-phenyl-2,4-imidazolidine-dione (RPA 412636) and (5S)-5-methyl-2-(methylthio)-5-phenyl-3,5-dihydro- 4H-imidazol-4-one (RPA 412708), all calculated as fenamidone. Residue concentration Ctotal = Cfenamidone + 10  (CRPA 412636 + CRPA 412708). The residue is fat soluble.",
Acaricide and Insecticide,275,Flufenoxuron,0-0.04,mg/kg bw,(2014),N,For compliance with the MRL and for estimation of dietary intake for animal and plant commodities: Flufenoxuron.The residue is fat soluble.,
Fungicide,180,Dithianon,0.01,mg/kg bw,(2010),,For compliance with MRL and for estimation of dietary intake for plant and animal commodities: Dithianon. The residue is not fat-soluble.,
Insecticide,25,Dichlorvos,0-0.004,mg/kg bw,(2011),,For compliance with the MRL and for estimation of dietary intake for plant and animal commodities: Dichlorvos. The residue is not fat soluble.,
Insecticide,86,Pirimiphos-Methyl,0-0.03,mg/kg bw,"(1992), confirmed (2006)",N,For compliance with MRLs and estimation of dietary intake for plant and animal commodities: Pirimiphos-methyl. The residue is fat-soluble.,
Fungicide,225,Dimethomorph,0-0.2,mg/kg bw,(2007),N,For compliance with the MRL and estimation of dietary intake for plant and animal commodities: Dimethomorph (sum of isomers). The residue is not fat soluble.,
Insecticide,119,Fenvalerate,0-0.02,mg/kg bw,(2012),N,For compliance with MRL and for estimation of dietary intake for plant and animal commodities: Sum of fenvalerate isomers. The residue is fat-soluble.,
Insecticide,90,Chlorpyrifos-Methyl,0-0.01,mg/kg bw,(2009),,For compliance with the MRL and for estimation of dietary intake for plant and animal commodities: Chlorpyrifos-methyl. The residue is fat-soluble.,
Insecticide,247,Emamectin benzoate,0-0.0005,mg/kg bw,(2011),Y,For compliance with the MRL and estimation of dietary intake for plant and animal commodities: Emamectin B1a benzoate. The residue is not fat soluble.,
Fungicide,81,Chlorothalonil,0-0.02,mg/kg bw,(2009),,"For compliance with MRL for plant commodities: Chlorothalonil. For estimation of dietary intake for plant commodities: Chlorothalonil SDS-3701 (2,5,6-trichloro-4-hydroxyisophthalonitrile), all considered separately.  For compliance with MRL and for estimation of dietary intake for animal commodities: SDS-3701 (2,5,6-trichloro-4-hydroxyisophthalonitrile).  The residue is not fat-soluble.",Chlorothalonil Metabolite SDS-3701 ADI: 0-0.008 mg/kg bw(2009) ARfD: 0.03 mg/kg bw(2009)
Fungicide,148,Propamocarb,0-0.4,mg/kg bw,(2005),N,For compliance with MRL and for estimation of dietary intake / risk assessment for plant and animal commodities: Propamocarb. The residue is not fat-soluble.,
Fungicide,318,Valifenalate,0-0.2,mg/kg bw,,,"Definition of the residue for compliance with the MRL for plant and animal commodities: Valifenalate Definition of the residue for dietary risk assessment for plant commodities: Valifenalate and 3-(4-chlorophenyl)-3-[[N-(isopropoxycarbonyl)-L-valyl]amino]propionic acid (valifenalate-acid), free and conjugated, expressed as valifenalate. Definition of the residue for dietary risk assessment for animal commodities: Valifenalate and 3-(4-chlorophenyl)-3-[[N-(isopropoxycarbonyl)-L-valyl]amino]propionic acid (valifenalate-acid), expressed as valifenalate. The residue is not fat-soluble.",
Fungicide,310,Pyriofenone,0-0.09,mg/kg bw,(2018),,For compliance with the MRL and dietary risk assessment for plant and animal commodities: Pyriofenone.,
Fungicide,270,Triflumizole,0-0.04,mg/kg bw,(2013),,For compliance with the MRL and for estimation of dietary intake for plant and animal commodities: Residues analyzed as 4-chloro-2-(trifluoromethyl)aniline and expressed as parent triflumizole. The residue is fat soluble.,
Insect growth regulator,147,Methoprene,0.09 & 0.05,mg/kg bw,"0-0.09 mg/kg bw for the R,S racemate; 0- 0.05 mg/kg bw for S-methoprene (2005).",N,Definition of the residue for compliance with the MRL and dietary risk assessment for plant and animal commodities: Methoprene. The residue is fat-soluble.,
Insecticide,304,Ethiprole,0-0.005,mg/kg bw,(2018),,"For compliance with the MRL for plant commodities: Ethiprole. For dietary risk assessment for plant commodities: Sum of ethiprole, 5-amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-4-(ethylsulfinyl)-1H-pyrazole-3-carboxamide (ethiprole-amide) and 5-amino-1-(2,6-dichloro-4-trifluoromethylphenyl)-4-ethylsulfonylpyrazole-3-carbonitrile (ethiprole-sulfone), expressed as parent equivalents. For compliance with the MRL and dietary risk assessment for animal commodities: Sum of ethiprole and 5-amino-1-(2,6-dichloro-4-trifluoromethylphenyl)-4-ethylsulfonylpyrazole-3-carbonitrile (ethiprole-sulfone), expressed as parent equivalents. The residue is fat soluble.","ADI and ARfD apply to ethiprole, ethiprole-amide and ethiprole-sulfone, expressed as ethiprole."
Insecticide,200,Pyriproxyfen,0-0.1,mg/kg bw,(1999),N,For compliance with the MRL and dietary risk assessment in plant and animal commodities: Pyriproxyfen. The residue is fat-soluble.,
Plant growth regulator,201,Chlorpropham,0-0.05,mg/kg bw,(2005),N,Chlorpropham (fat-soluble).,
Storage scald preventer,30,Diphenylamine,0.08,mg/kg bw,(1998),N,Diphenylamine,
Fungicide,65,Thiabendazole,0.1,mg/kg bw,(1992 by JECFA; confirmed by JECFA in 1997: WHO TRS No 879),Y,"For compliance with MRLs and estimation of dietary intake for plant commodities: Thiabendazole. For compliance with MRLs for animal commodities: Sum of thiabendazole and 5-hydroxythiabendazole. For estimation of dietary intake for animal commodities: Sum of thiabendazole, 5-hydroxythiabendazole and its sulfate conjugate.",
Insecticide,43,Heptachlor,0.0001,mg/kg bw,"(1991), converted to PTDI (1994)",N,Sum of heptachlor and heptachlor epoxide (fat-soluble).,"The 1994 JMPR agreed that for the general monitoring of heptachlor and its metabolite, a suitable limit of determination for the total residue would be 0.01 mg/kg."
Insecticide,21,DDT,0.01,mg/kg bw,(2000),N,"Sum of p,p'-DDT, o,p'-DDT, p,p'-DDE and p,p'-TDE (DDD) (fat-soluble).","Previous PTDI, 0.02 mg/kg (1984, converted to PTDI in 1994) The CCPR33 decided to propose to the CAC an EMRL of 5 mg/kg and a level of 3 mg/kg in square brackets and to ask the CAC to take a decision regarding the level, taking into account that the CCPR would not be able to reach consensus by deferring consideration of this matter to a later session. The CCPR also decided not to request a new evaluation of the monitoring data by the next meeting of JMPR.(33.195) The CAC-24 decided to retain the current temporary EMRL of 5 mg/kg and agreed that the proposal to lower the EMRL to 1 mg/kg should be referred to the CCPR for further consideration (ALINORM 01/41, para. 145)"
Insecticide,1,Aldrin and Dieldrin,0.0001,mg/kg bw,(confirmed 1977; converted to PTDI in 1994),N,Sum of HHDN and HEOD (fat-soluble).,
Insecticide,103,Phosmet,0-0.01,mg/kg bw,(1998),N,For compliance with the MRL and for estimation of dietary intake for plant and animal commodities: Phosmet. The residue is not fat-soluble.,
Insecticide,195,Flumethrin,0.004,mg/kg bw,(1996),N,Flumethrin (fat-soluble).,The 1996 JMPR proposed an MRL of 0.005 mg/kg (*) for honey which has not been included in the Codex Classification of Foods and Animal Feeds.
Fungicide,260,Ametoctradin,Unnecessary,mg/kg bw,(2012),,"For compliance with the MRL for plant commodities: Ametoctradin. For compliance with the MRL for animal commodities: Sum of ametoctradin, M650F01 and M650F06, expressed as Ametoctradin. The residue is not fat-soluble.",
Insecticide,33,Endrin,0.0002,mg/kg bw,"(1970), converted to PTDI (1994)",N,Sum of endrin and delta-keto-endrin (fat-soluble).,
Fungicide,138,Metalaxyl,0-0.08,mg/kg bw,Applies to metalaxyl and metalaxyl-M (alone or in combination) (2021),N,"Residue definition for metalaxyl and metalaxyl-M for compliance with the MRL for plant commodities: Metalaxyl (sum of enantiomers). Residue definition for metalaxyl and metalaxyl-M for dietary risk assessment in plant commodities: Metalaxyl (sum of enantiomers) and N-(2-hydroxymethyl-6-methylphenyl)-N-(methoxyacetyl)alanine methyl ester (M8; free and conjugated; sum of enantiomers), expressed as metalaxyl. Residue definition for metalaxyl and metalaxyl-M for compliance with the MRL in animal commodities: Sum of metalaxyl (sum of enantiomers) and metabolites (free + conjugated) M3 (N- (2,6-dimethylphenyl)-N-(hydroxyacetyl)alanine methyl ester) and M8 (N-(2-hydroxymethyl-6- methylphenyl)-N-(methoxyacetyl)alanine methyl ester (sum of enantiomers), expressed as metalaxyl. Residue definition for metalaxyl and metalaxyl-M for dietary risk assessment in animal commodities: Sum of metalaxyl (sum of enantiomers) and metabolites (free + conjugated) M1 (N-(2,6- dimethylphenyl)-N-(methoxyacetyl) alanine), M3 (N-(2,6-dimethylphenyl)-N-(hydroxyacetyl)alanine methyl ester), M6 (N-(2,6-dimethylphenyl)-N-(hydroxyacetyl)alanine), M7 (N-(2,6-dimethyl- 5- hydroxyphenyl)-N-(methoxyacetyl)alanine methyl ester) and M8 (N-(2-hydroxymethyl-6- methylphenyl)-N-(methoxyacetyl)alanine methyl ester (sum of enantiomers), expressed as metalaxyl. The residue is not fat-soluble.","Residue data that was the basis for the estimation: metalaxyl (M), metalaxyl-M (MM) or monitoring (Mt)"
Fungicide,305,Fenpicoxamid,0-0.05,mg/kg bw,(2018),,"Definition of the residue for compliance with the MRL and dietary risk assessment for plant commodities: Fenpicoxamid (2018). Definition of the residue for compliance with the MRL and dietary risk assessment for milk and tissues of mammals (other than marine mammals): 2-benzyl-2,5-dideoxy-4-O-{N- [(3-hydroxy-4-methoxypyridin- 2-yl)carbonyl]-L-seryl}-L-arabinoic acid (X12326349), expressed as fenpicoxamid (2021). The residue is not fat-soluble (2021).","The 2021 (Extra) JMPR Meeting confirms its previous decision not to recommend a residue definition for poultry commodities (muscle, fat, offals and eggs). If future uses of fenpicoxamid result in an increase in the dietary exposure to the animal metabolite X12326349 and the hydrolysis products X12314005, X12019520, X12335723 and X12264475 in poultry, reconsideration of the residue definitions may become necessary."
Insecticide,174,Cadusafos,0-0.0005,mg/kg bw,(2009),N,For compliance with the MRL and for estimation of dietary intake for plant and animal commodities: Cadusafos. The residue is fat-soluble.,
Fungicide,111,Iprodione,0.06,mg/kg bw,(1995),N,Iprodione,Acute RfD may be necessary but has not been established (2001 JMPR).
Insecticide,39,Fenthion,0.007,mg/kg bw,(1995),N,"Sum of fenthion, its oxygen analogue and their sulphoxides and sulphones, expressed as fenthion (fat-soluble).",
Insecticide,279,Pymetrozine,0-0.03,mg/kg bw,(2014),N,"For compliance with MRL for plant commodities, mammalian tissues, poultry tissues and eggs: Pymetrozine. For compliance with MRL for milks: CGA313124 (4,5-dihydro-6-hydroxymethyl-4-[(3-pyridinyl-methylene)amino]-1,2,4-triazine-3(2H)-one). For the estimation of dietary intake for plant and animal commodities: A conclusion could not be reached. The residue is not fat soluble.",
Herbicide,315,Pyridate,0-0.2,mg/kg bw,,,,
Acaricide,300,Natamycin,999,mg/kg bw,Not established.,,For compliance with the MRL and for estimation of dietary exposure for plant and animal commodities: Natamycin. The residue is not fat-soluble.,ARfD Not established.
Acaricide,301,Phosphonic acid,0-1,mg/kg bw,(The ADI applied directly to Fosetyl-AI and to Phosphonic acid).,,"For compliance with the MRL and for estimation of dietary exposure for plant commodities: Sum of fosetyl, phosphonic acid and their salts, expressed as phosphonic acid. For compliance with the MRL and for estimation of dietary exposure for animal commodities: Phosphonic acid. The residue is not fat soluble.","The proposed maximum residue levels, STMRs are reported in the fosetyl-aluminium appraisal."
Fungicide,320,Mefentrifluconazole,0-0.04,mg/kg bw,(2021),,,
Insecticide,250,Propylene oxide,0-0.04,mg/kg bw,(2011),,"For compliance with MRL for plant commodities: Propylene oxide. For estimation of dietary exposure for plant commodities: Propylene oxide, propylene chlorohydrin and propylene bromohydrin. Propylene chlorohydrin and propylene bromohydrin to be considered separately from propylene oxide. The residue is not fat soluble.",Propylene chlorohydrin ADI: 0-0.3 mg/kg bw ARfD: 0.3 mg/kg bw Propylene bromohydrin ADI: 0-0.03 mg/kg bw ARfD: 0.03 mg/kg bw
Insecticide,317,Triflumuron,0-0.008,mg/kg bw,,,Definition of the residue for compliance with the MRL for animal and plant commodities: Triflumuron. Definition of the residue for dietary risk assessment for animal and plant commodities: A conclusion could not be reached. The residue is fat-soluble,4-trifluoromethoxyaniline (metabolite M07) ADI: 0-0.02 mg/kg bw ARfD: 0.02 mg/kg bw
Insecticide,316,Pyrifluquinazon,0-0.005,mg/kg bw,,,"Definition of the residue for compliance with the MRL and dietary risk assessment for plant commodities: Sum of pyrifluquinazon and 1,2,3,4-tetrahydro-3-[(3-pyridylmethyl)amino]-6-[1,2,2,2-tetrafluoro-1-(trifluoromethyl)ethyl]quinazolin-2-one (IV-01) expressed as pyrifluquinazon. Definition of the residue for compliance with the MRL for animal commodities:  Tissues: Sum of 1,2,3,4-tetrahydro-3-[(3-pyridylmethyl)amino]-6-[1,2,2,2-tetrafluoro-1-(trifluoromethyl)ethyl]quinazolin-2-one (IV-01) and 1,2,3,4-tetrahydro-6-[1,2,2,2-tetrafluoro-1-(trifluoromethyl)ethyl]quinazolin-2,4-dione (IV-203) and their conjugates (expressed as pyrifluquinazon). Milk: 1,2,3,4-tetrahydro-3-[3-(1-oxy-pyridylmethylene)amino]-6-[1,2,2,2-tetrafluoro-1-(trifluoromethyl)ethyl]quinazolin-2-one (IV-04) (expressed as pyrifluquinazon). Definition of the residue for dietary risk assessment for animal commodities: A conclusion could not be reached. The residue is not fat-soluble",
Insecticide,49,Malathion,0-0.3,mg/kg bw,(1997),,For compliance with the MRL and for estimation of dietary intake for plant and animal commodities: Malathion. The residue is fat soluble.,
Fungicide,7,Captan,0-0.1,mg/kg bw,"(1984); confirmed (1990, 1995)",N,For compliance with MRLs and for estimation of dietary exposure for plant and animal commodities: Captan. The residue is not fat soluble.,
Acaricide,129,Azocyclotin,0-0.003,mg/kg bw,(1994; Group ADI 2005),N,For compliance with MRLs and estimation of dietary intake in plant and animal commodities: Cyhexatin.,
Acaricide,67,Cyhexatin,0.007,mg/kg bw,Group ADI (2005),N,"Sum of azocyclotin and cyhexatin, expressed as cyhexatin.","CCPR25 decided to harmonize the residue definition as ""the sum of azocyclotin and cyhexatin expressed as cyhexatin"" and to have 2 separate but identical lists."
Fungicide,227,Zoxamide,0-0.5,mg/kg bw,(2007),N,For compliance with the MRL and for estimation of dietary intake for plant and animal commodities: Zoxamide.,
Insecticide,51,Methidathion,0.001,mg/kg bw,"(1992), confirmed (1997)",N,Methidathion,"CCPR agreed to keep this compound in the list of pesticides, wait for data submission on peach and mango to the 2020 JMPR, and agreed to consider withdrawing all existing CXLs at CCPR49 (2017) (48:36)"
Fungicide,41,Folpet,0-0.1,mg/kg bw,(1995),N,Folpet,
Fungicide,87,Dinocap,0.008,mg/kg bw,(1998),N,"Sum of dinocap isomers and dinocap phenols, expressed as dinocap.",
Fungicide,155,Benalaxyl,0-0.07,mg/kg bw,"(2005), confirmed (2009)",N,For compliance with the MRL and for estimation of dietary intake for plant and animal commodities: Benalaxyl.,
Herbicide,79,Amitrole,0.002,mg/kg bw,(1997),N,Amitrole,
Fungicide,244,Meptyldinocap,0-0.02,mg/kg bw,(2010),,"For with the MRL for plant commodities: Dinocap, sum of all isomers. For estimation of dietary intake for plant commodities: Sum of meptyldinocap, and the corresponding phenol 2, 4-DNOP, expressed as parent meptyldinocap.",
Fungicide,281,Cyazofamid,0-0.2,mg/kg bw,(2015),,"For compliance with the MRLs for plant commodities: Cyazofamid. For estimating long-term dietary intake from plant commodities: Cyazofamid plus CCIM, expressed as cyazofamid. For estimating short-term dietary intake from plant commodities (to be compared to the ARfD for CCIM; an ARfD was determined to be unnecessary for cyazofamid): CCIM. For compliance with the MRLs and for dietary intake for animal commodities: Not defined.",CCIM metabolite ADI: 0-0.2 mg/kg bw ARfD: 0.2 mg/kg bw Cyazofamid + CCIM (long-term only). CCIM (short-term only).
Insecticide,59,Parathion-Methyl,0.003,mg/kg bw,(1995),N,For compliance with MRLs: Parathion-methyl. For estimation of dietary intake: Sum of parathion-methyl and para-oxon methyl expressed as parathion-methyl.,
Fungicide,114,Guazatine,,mg/kg bw,ADI withdrawn (1997),N,Guazatine,"Until 1986 the ISO name guazatine was applied to iminoctadine.  However, now the ISO name guazatine applies to a reaction mixture. The proposals remain as guideline levels until a new ADI is recommended. Previous ADI 0.03 mg/kg bw (1978)."
Fungicide,56,2-Phenylphenol,0.4,mg/kg bw,(1999),N,"Plant commodities: Sum of 2-phenylphenol and sodium 2-phenylphenate, free and conjugated, expressed as 2-phenylphenol.",
Fungicide,84,Dodine,0.1,mg/kg bw,(2000),N,For compliance with MRLs and for estimation of dietary intake: Dodine.,
Scald control agent,35,Ethoxyquin,0-0.005,mg/kg bw,(2005),N,Ethoxyquin,"The ADI and the ARfD are applicable to ethoxyquin and its metabolites/degradation products methylethoxyquin (MEQ), dihydroethoxyquin (DHEQ), dehydromethylethoxyquin (DHMEQ) (2005)."
Fumigant,218,Sulfuryl fluoride,0-0.01,mg/kg bw,(2005),N,"For compliance with MRLs in plant commodities: Sulfuryl fluoride.  For the estimation of dietary intake from plant commodities: Sulfuryl fluoride and fluoride ion, measured separately.",Residues resulting from sulfuryl fluoride fumigation of foodstuffs are primarily fluoride. The dietary risk assessment for fluoride from fumigant use needs to be considered in light of the overall exposure to fluoride from other sources.
Fumigant,46,Hydrogen Phosphide,,mg/kg bw,Not necessary.,N,"All phosphides, expressed as hydrogen phosphide. Good usage practices should ensure that residues are not present at time of consumption.",
Insecticide,2,Azinphos-Methyl,0-0.03,mg/kg bw,(2007),N,Azinphos-methyl,
Fungicide,159,Vinclozolin,0.01,mg/kg bw,(1995),N,"Sum of vinclozolin and all metabolites containing the 3,5-dichloroaniline moiety, expressed as vinclozolin.",
Insecticide,58,Parathion,0.004,mg/kg bw,(1995),N,Parathion,
Insecticide,60,Phosalone,0.02,mg/kg bw,(1997),N,Phosalone (fat-soluble),
